序号,文件名,本地路径,发布人,发布时间,发布内容,评论数,评论内容
188,EF95907A-0D40-45BB-8510-C225A6CA4725_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/EF95907A-0D40-45BB-8510-C225A6CA4725_big.jpg,弦卷心的Tourbillon Sm,2026年05月09日 00:40,"Aman Nai Lert曼谷
还没发就不具体发评测了，城市aman第二，业主慷慨，但性价比不高，团队仍有进步空间。
最后一天的曼谷四季仅为其价格50%也没什么差，接机服务顺畅，毕竟从taka过去。
城市aman3/3了",0,
189,5AB79D98-0973-4D2E-A5B7-6079298181E4_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/5AB79D98-0973-4D2E-A5B7-6079298181E4_big.jpg,弦卷心的Tourbillon Sm,2026年05月09日 00:40,"Aman Nai Lert曼谷
还没发就不具体发评测了，城市aman第二，业主慷慨，但性价比不高，团队仍有进步空间。
最后一天的曼谷四季仅为其价格50%也没什么差，接机服务顺畅，毕竟从taka过去。
城市aman3/3了",0,
190,432C5904-EDCF-4E45-BFD3-CA1B331D9118_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/432C5904-EDCF-4E45-BFD3-CA1B331D9118_big.jpg,弦卷心的Tourbillon Sm,2026年05月09日 00:40,"Aman Nai Lert曼谷
还没发就不具体发评测了，城市aman第二，业主慷慨，但性价比不高，团队仍有进步空间。
最后一天的曼谷四季仅为其价格50%也没什么差，接机服务顺畅，毕竟从taka过去。
城市aman3/3了",0,
191,958A9184-4B45-476E-BF64-B4F448386C8F_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/958A9184-4B45-476E-BF64-B4F448386C8F_big.jpg,弦卷心的Tourbillon Sm,2026年05月09日 00:40,"Aman Nai Lert曼谷
还没发就不具体发评测了，城市aman第二，业主慷慨，但性价比不高，团队仍有进步空间。
最后一天的曼谷四季仅为其价格50%也没什么差，接机服务顺畅，毕竟从taka过去。
城市aman3/3了",0,
192,94960C5A-67A7-4034-843F-2617F1DE1B7A_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/94960C5A-67A7-4034-843F-2617F1DE1B7A_big.jpg,弦卷心的Tourbillon Sm,2026年05月09日 00:40,"Aman Nai Lert曼谷
还没发就不具体发评测了，城市aman第二，业主慷慨，但性价比不高，团队仍有进步空间。
最后一天的曼谷四季仅为其价格50%也没什么差，接机服务顺畅，毕竟从taka过去。
城市aman3/3了",0,
193,18FA74BB-8E61-4885-9736-E26DC71D929C_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/18FA74BB-8E61-4885-9736-E26DC71D929C_big.jpg,弦卷心的Tourbillon Sm,2026年05月09日 00:40,"Aman Nai Lert曼谷
还没发就不具体发评测了，城市aman第二，业主慷慨，但性价比不高，团队仍有进步空间。
最后一天的曼谷四季仅为其价格50%也没什么差，接机服务顺畅，毕竟从taka过去。
城市aman3/3了",0,
194,A1E32F61-B652-475E-8223-624614FAE4F9_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/A1E32F61-B652-475E-8223-624614FAE4F9_big.jpg,弦卷心的Tourbillon Sm,2026年05月09日 00:40,"Aman Nai Lert曼谷
还没发就不具体发评测了，城市aman第二，业主慷慨，但性价比不高，团队仍有进步空间。
最后一天的曼谷四季仅为其价格50%也没什么差，接机服务顺畅，毕竟从taka过去。
城市aman3/3了",0,
195,ACF394DB-5A1C-42D0-8770-5C183C2AA6AA_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/ACF394DB-5A1C-42D0-8770-5C183C2AA6AA_big.jpg,弦卷心的Tourbillon Sm,2026年05月09日 00:40,"Aman Nai Lert曼谷
还没发就不具体发评测了，城市aman第二，业主慷慨，但性价比不高，团队仍有进步空间。
最后一天的曼谷四季仅为其价格50%也没什么差，接机服务顺畅，毕竟从taka过去。
城市aman3/3了",0,
196,B906A16A-6D53-4CE3-85B7-3D912C66D881_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/B906A16A-6D53-4CE3-85B7-3D912C66D881_big.jpg,弦卷心的Tourbillon Sm,2026年05月09日 00:40,"Aman Nai Lert曼谷
还没发就不具体发评测了，城市aman第二，业主慷慨，但性价比不高，团队仍有进步空间。
最后一天的曼谷四季仅为其价格50%也没什么差，接机服务顺畅，毕竟从taka过去。
城市aman3/3了",0,
197,4ACF590A-652F-49B5-A629-8B69D3151BF3_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/4ACF590A-652F-49B5-A629-8B69D3151BF3_big.jpg,弦卷心的Tourbillon Sm,2026年05月09日 00:40,"Aman Nai Lert曼谷
还没发就不具体发评测了，城市aman第二，业主慷慨，但性价比不高，团队仍有进步空间。
最后一天的曼谷四季仅为其价格50%也没什么差，接机服务顺畅，毕竟从taka过去。
城市aman3/3了",0,
198,0970671A-4878-4D59-948F-B86629A4D412_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/0970671A-4878-4D59-948F-B86629A4D412_big.jpg,弦卷心的Tourbillon Sm,2026年05月09日 00:40,"Aman Nai Lert曼谷
还没发就不具体发评测了，城市aman第二，业主慷慨，但性价比不高，团队仍有进步空间。
最后一天的曼谷四季仅为其价格50%也没什么差，接机服务顺畅，毕竟从taka过去。
城市aman3/3了",0,
199,7991AD10-7430-4B6F-9BE8-7BCE9233792E_hd.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/7991AD10-7430-4B6F-9BE8-7BCE9233792E_hd.jpg,希思罗T5 Domestic死吗,2026年05月09日 00:45,"东京康莱德

从城景升到了海景，这家很傲娇啊，我发邮件要饭直接不回邮件冷暴力的。不过有一说一这个位置2100一晚上订的要什么自行车就是了",0,
200,0B7001CD-35E7-4F9C-988F-F95B7D95D706_hd.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/0B7001CD-35E7-4F9C-988F-F95B7D95D706_hd.jpg,希思罗T5 Domestic死吗,2026年05月09日 00:45,"东京康莱德

从城景升到了海景，这家很傲娇啊，我发邮件要饭直接不回邮件冷暴力的。不过有一说一这个位置2100一晚上订的要什么自行车就是了",0,
201,DECD5471-681F-4F44-8978-4774CFE076CE_hd.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/DECD5471-681F-4F44-8978-4774CFE076CE_hd.jpg,希思罗T5 Domestic死吗,2026年05月09日 00:45,"东京康莱德

从城景升到了海景，这家很傲娇啊，我发邮件要饭直接不回邮件冷暴力的。不过有一说一这个位置2100一晚上订的要什么自行车就是了",0,
202,47CEBF64-5D2B-4DC6-9DB2-556142E08CDE_hd.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/47CEBF64-5D2B-4DC6-9DB2-556142E08CDE_hd.jpg,希思罗T5 Domestic死吗,2026年05月09日 00:45,"东京康莱德

从城景升到了海景，这家很傲娇啊，我发邮件要饭直接不回邮件冷暴力的。不过有一说一这个位置2100一晚上订的要什么自行车就是了",0,
203,9B996D6D-C52A-4A18-9086-3303BD7C3540_hd.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/9B996D6D-C52A-4A18-9086-3303BD7C3540_hd.jpg,希思罗T5 Domestic死吗,2026年05月09日 00:45,"东京康莱德

从城景升到了海景，这家很傲娇啊，我发邮件要饭直接不回邮件冷暴力的。不过有一说一这个位置2100一晚上订的要什么自行车就是了",0,
204,68D7D6E9-5344-4314-AF53-EF56AC614AE5_hd.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/68D7D6E9-5344-4314-AF53-EF56AC614AE5_hd.jpg,希思罗T5 Domestic死吗,2026年05月09日 00:45,"东京康莱德

从城景升到了海景，这家很傲娇啊，我发邮件要饭直接不回邮件冷暴力的。不过有一说一这个位置2100一晚上订的要什么自行车就是了",0,
205,6CFAB88D-D24E-4860-80F2-637519804C36_hd.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/6CFAB88D-D24E-4860-80F2-637519804C36_hd.jpg,希思罗T5 Domestic死吗,2026年05月09日 00:45,"东京康莱德

从城景升到了海景，这家很傲娇啊，我发邮件要饭直接不回邮件冷暴力的。不过有一说一这个位置2100一晚上订的要什么自行车就是了",0,
206,332EC37A-8870-44D1-A113-6B660F6B08DB_hd.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/332EC37A-8870-44D1-A113-6B660F6B08DB_hd.jpg,希思罗T5 Domestic死吗,2026年05月09日 00:46,"东京康莱德

从城景升到了海景，这家很傲娇啊，我发邮件要饭直接不回邮件冷暴力的。不过有一说一这个位置2100一晚上订的要什么自行车就是了",0,
207,77F555F5-E8E8-4D9A-BE9B-B2F4D0E3CA1F_hd.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/77F555F5-E8E8-4D9A-BE9B-B2F4D0E3CA1F_hd.jpg,希思罗T5 Domestic死吗,2026年05月09日 00:46,"东京康莱德

从城景升到了海景，这家很傲娇啊，我发邮件要饭直接不回邮件冷暴力的。不过有一说一这个位置2100一晚上订的要什么自行车就是了",0,
208,E422A6B4-BF8D-4E44-BDA6-42E332C5FECF_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/E422A6B4-BF8D-4E44-BDA6-42E332C5FECF_big.jpg,RayTracingON,2026年05月09日 15:40,"二世谷希尔顿
雪季5000的房间现在只要1300
金卡升级了羊蹄山景观，送了瓶酒",0,
209,E9055378-EB37-40C9-9447-38E5EFE89C8F_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/E9055378-EB37-40C9-9447-38E5EFE89C8F_big.jpg,RayTracingON,2026年05月09日 15:40,"二世谷希尔顿
雪季5000的房间现在只要1300
金卡升级了羊蹄山景观，送了瓶酒",0,
210,5505AC9E-FA8F-4D0A-9166-DCA0F1AEA9DD_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/5505AC9E-FA8F-4D0A-9166-DCA0F1AEA9DD_big.jpg,RayTracingON,2026年05月09日 15:40,"二世谷希尔顿
雪季5000的房间现在只要1300
金卡升级了羊蹄山景观，送了瓶酒",0,
211,B2F469E0-39F6-483C-90D8-5082E9E0E48E_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/B2F469E0-39F6-483C-90D8-5082E9E0E48E_big.jpg,RayTracingON,2026年05月09日 15:40,"二世谷希尔顿
雪季5000的房间现在只要1300
金卡升级了羊蹄山景观，送了瓶酒",0,
212,EFDD384B-0A3C-4710-B581-BE7EDB8E3839_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/EFDD384B-0A3C-4710-B581-BE7EDB8E3839_big.jpg,1,2026年05月10日 12:01,"天津丽思
我看万豪就得要饭啊 八点入住还积分换了总统套",0,
213,C02FDFE2-2B41-49C1-A649-FDD5F666F90B_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/C02FDFE2-2B41-49C1-A649-FDD5F666F90B_big.jpg,1,2026年05月10日 12:01,"天津丽思
我看万豪就得要饭啊 八点入住还积分换了总统套",0,
214,97C7E586-A572-4030-97B9-67953CE2DFC8_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/97C7E586-A572-4030-97B9-67953CE2DFC8_big.jpg,1,2026年05月10日 12:01,"天津丽思
我看万豪就得要饭啊 八点入住还积分换了总统套",0,
215,AB11333F-5DE5-43C3-822D-E383509EFAC4_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/AB11333F-5DE5-43C3-822D-E383509EFAC4_big.jpg,1,2026年05月10日 12:01,"天津丽思
我看万豪就得要饭啊 八点入住还积分换了总统套",0,
216,974AB10C-9356-4620-AABA-57DD6FC6A577_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/974AB10C-9356-4620-AABA-57DD6FC6A577_big.jpg,1,2026年05月10日 12:01,"天津丽思
我看万豪就得要饭啊 八点入住还积分换了总统套",0,
217,5AC495E4-B937-4C79-B618-CD14A53D6ABA_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/5AC495E4-B937-4C79-B618-CD14A53D6ABA_big.jpg,1,2026年05月10日 12:01,"天津丽思
我看万豪就得要饭啊 八点入住还积分换了总统套",0,
218,D5E0D2E6-A07F-4010-B276-54309230C04D_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/D5E0D2E6-A07F-4010-B276-54309230C04D_big.jpg,1,2026年05月10日 12:01,"天津丽思
我看万豪就得要饭啊 八点入住还积分换了总统套",0,
219,IMG_008.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/IMG_008.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年05月10日 13:58,"厦门五缘湾凯悦，2026.05.09
平时不发这些的，但是这次召唤来了群友@{uin:2787822136,nick:惰言} ，5000积分入住，还没要，酒店就主动说给了个套，以为只是简单升个套房，没想到这么大，空间还是挺有意思的，虽然利用率没那么高，也有点空旷。",0,
220,IMG_007.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/IMG_007.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年05月10日 13:58,"厦门五缘湾凯悦，2026.05.09
平时不发这些的，但是这次召唤来了群友@{uin:2787822136,nick:惰言} ，5000积分入住，还没要，酒店就主动说给了个套，以为只是简单升个套房，没想到这么大，空间还是挺有意思的，虽然利用率没那么高，也有点空旷。",0,
221,IMG_006.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/IMG_006.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年05月10日 13:58,"厦门五缘湾凯悦，2026.05.09
平时不发这些的，但是这次召唤来了群友@{uin:2787822136,nick:惰言} ，5000积分入住，还没要，酒店就主动说给了个套，以为只是简单升个套房，没想到这么大，空间还是挺有意思的，虽然利用率没那么高，也有点空旷。",0,
222,IMG_005.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/IMG_005.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年05月10日 13:58,"厦门五缘湾凯悦，2026.05.09
平时不发这些的，但是这次召唤来了群友@{uin:2787822136,nick:惰言} ，5000积分入住，还没要，酒店就主动说给了个套，以为只是简单升个套房，没想到这么大，空间还是挺有意思的，虽然利用率没那么高，也有点空旷。",0,
223,IMG_004.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/IMG_004.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年05月10日 13:58,"厦门五缘湾凯悦，2026.05.09
平时不发这些的，但是这次召唤来了群友@{uin:2787822136,nick:惰言} ，5000积分入住，还没要，酒店就主动说给了个套，以为只是简单升个套房，没想到这么大，空间还是挺有意思的，虽然利用率没那么高，也有点空旷。",0,
224,IMG_003.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/IMG_003.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年05月10日 13:58,"厦门五缘湾凯悦，2026.05.09
平时不发这些的，但是这次召唤来了群友@{uin:2787822136,nick:惰言} ，5000积分入住，还没要，酒店就主动说给了个套，以为只是简单升个套房，没想到这么大，空间还是挺有意思的，虽然利用率没那么高，也有点空旷。",0,
225,IMG_002.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/IMG_002.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年05月10日 13:58,"厦门五缘湾凯悦，2026.05.09
平时不发这些的，但是这次召唤来了群友@{uin:2787822136,nick:惰言} ，5000积分入住，还没要，酒店就主动说给了个套，以为只是简单升个套房，没想到这么大，空间还是挺有意思的，虽然利用率没那么高，也有点空旷。",0,
226,IMG_001.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/IMG_001.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年05月10日 13:58,"厦门五缘湾凯悦，2026.05.09
平时不发这些的，但是这次召唤来了群友@{uin:2787822136,nick:惰言} ，5000积分入住，还没要，酒店就主动说给了个套，以为只是简单升个套房，没想到这么大，空间还是挺有意思的，虽然利用率没那么高，也有点空旷。",0,
227,IMG.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/IMG.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年05月10日 13:58,"厦门五缘湾凯悦，2026.05.09
平时不发这些的，但是这次召唤来了群友@{uin:2787822136,nick:惰言} ，5000积分入住，还没要，酒店就主动说给了个套，以为只是简单升个套房，没想到这么大，空间还是挺有意思的，虽然利用率没那么高，也有点空旷。",0,
